,filename,caption,caption_old,caption_new
7984,amazonfurniture_page242_22.png,lazy couch single sofa chair long folding chair leisure chair bed european lounge chair color  red,Lazy Couch Single Sofa Chair Long Folding Chair Leisure Chair Bed European Lounge Chair (Color : Red),sofa chair long folding chair leisure chair bed european lounge chair color red
7985,amazonfurniture_page242_23.png,lazy sofa european style simple sofa chair single bedroom folding chair color  red,Lazy Sofa European Style Simple Sofa Chair Single Bedroom Folding Chair (Color : Red),style simple sofa chair single bedroom folding chair color red
7986,amazonfurniture_page242_24.png,ghp   brown linen sponge and wood sofa chair with ottoman,"GHP 29.5""x27.5""-44"" x35.5-43.5"" Brown Linen Sponge & Wood Sofa Chair with Ottoman",linen sponge and wood sofa chair with ottoman
7987,amazonfurniture_page242_25.png,lmz comfortable lazy couch tatami folding sofa adjustable washable bedroom living room office multifunctional sofa chair  color  beige,LMZ Comfortable Lazy Couch Tatami Folding Sofa Adjustable Washable Bedroom Living Room Office Multifunctional Sofa Chair 160×112cm (Color : Beige),couch tatami folding sofa adjustable washable bedroom living room office multifunctional sofa chair color beige
7988,amazonfurniture_page242_26.png,lmz lazy couch single casual fabric sofa steaming hotel bean bag sofa color  red size  s,"LMZ Lazy Couch Single Casual Fabric Sofa Steaming Hotel Bean Bag Sofa (Color : Red, Size : S)",single casual fabric sofa steaming hotel bean bag sofa color red size s
7989,amazonfurniture_page242_27.png,manual recliner sofa chair leather fabric armchair brown brown ,"Manual Recliner Sofa Chair Leather Fabric Armchair Brown,Brown,1seat",manual recliner sofa chair leather fabric armchair brown brown 
7990,amazonfurniture_page242_28.png,lmz nordic small sofa ins light luxury single chair clothing nail shop bedroom iron lazy couch color  blue,LMZ Nordic Small Sofa ins Light Luxury Single Chair Clothing Nail Shop Bedroom Iron Lazy Couch (Color : Blue),sofa ins light luxury single chair clothing nail shop bedroom iron lazy couch color blue
7991,amazonfurniture_page242_29.png,lmz black sun lounger leisure light lazy chair foldable fabric sofa living room bedroom office nap chair ,LMZ Black Sun Lounger Leisure Light Lazy Chair Foldable Fabric Sofa Living Room Bedroom Office Nap Chair 85×70cm,sun lounger leisure light lazy chair foldable fabric sofa living room bedroom office nap chair
7992,amazonfurniture_page242_30.png,christopher knight home  aidan mid century modern tufted fabric sofa red,"Christopher Knight Home 305142 Aidan Mid Century Modern Tufted Fabric Sofa, Red",mid century modern tufted fabric sofa red
7993,amazonfurniture_page242_31.png,rivet sloane mid century modern sofa with tufted back  pebble,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Pebble",century modern sofa with tufted back pebble
7994,amazonfurniture_page242_32.png,great deal furniture  athena mid century waffle stitch tufted accent sofa with rubberwood legs black and walnut finish,Great Deal Furniture 309009 Athena Mid Century Waffle Stitch Tufted Accent Sofa with Rubberwood Legs-Black and Walnut Finish,mid century waffle stitch tufted accent sofa with rubberwood legs black and walnut finish
7995,amazonfurniture_page243_0.png,rivet sloane mid century modern sofa with tufted back  shell,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Shell",century modern sofa with tufted back shell
7996,amazonfurniture_page243_1.png,great deal furniture  joseline mid century modern petite burnt orange fabric sofa natural,"Great Deal Furniture 301849 Joseline Mid Century Modern Petite Burnt Orange Fabric Sofa, Natural",mid century modern petite burnt orange fabric sofa natural
7997,amazonfurniture_page243_2.png,casa mare leo mid century modern tufted chesterfield sofa loveseat sofa armchair couch loveseat seat sofa raleigh green,"Casa Mare Leo Mid-Century Modern Tufted Chesterfield Sofa Loveseat Sofa Armchair | Couch | Loveseat | Seat (Sofa, Raleigh Green)",mid century modern tufted chesterfield sofa loveseat sofa armchair couch loveseat seat sofa raleigh green
7998,amazonfurniture_page243_3.png,lmz nordic small sofa ins light luxury single chair clothing nail shop bedroom iron lazy couch color  blue,LMZ Nordic Small Sofa ins Light Luxury Single Chair Clothing Nail Shop Bedroom Iron Lazy Couch (Color : Blue),sofa ins light luxury single chair clothing nail shop bedroom iron lazy couch color blue
7999,amazonfurniture_page243_4.png,lmz black sun lounger leisure light lazy chair foldable fabric sofa living room bedroom office nap chair ,LMZ Black Sun Lounger Leisure Light Lazy Chair Foldable Fabric Sofa Living Room Bedroom Office Nap Chair 85×70cm,sun lounger leisure light lazy chair foldable fabric sofa living room bedroom office nap chair
8000,amazonfurniture_page243_5.png,lmz lazy couch sofa chair comfortable folding recliner single fabric sofa color  gray,LMZ Lazy Couch Sofa Chair Comfortable Folding Recliner Single Fabric Sofa (Color : Gray),sofa chair comfortable folding recliner single fabric sofa color gray
8001,amazonfurniture_page243_6.png,lmz solid color tatami with armrests small sofa bed chair bedroom dormitory bay window foldable leisure lazy sofa  color  blue,LMZ Solid Color Tatami with Armrests Small Sofa Bed Chair Bedroom Dormitory Bay Window Foldable Leisure Lazy Sofa 92×58cm (Color : Blue),tatami with armrests small sofa bed chair bedroom dormitory bay window foldable leisure lazy sofa color blue
8002,amazonfurniture_page243_7.png,lmz lazy sofa single folding chair single simple fabric sofa folding disassembly color  yellow,LMZ lazy sofa Single Folding Chair Single Simple Fabric Sofa Folding Disassembly (Color : Yellow),single folding chair single simple fabric sofa folding disassembly color yellow
8003,amazonfurniture_page243_8.png,lmz grey lazy chair foldable sofa comfortable tatami dormitory bedroom office modern minimalist washable lazy sofa  edition  a,LMZ Grey Lazy Chair Foldable Sofa Comfortable Tatami Dormitory Bedroom Office Modern Minimalist Washable Lazy Sofa 57×93cm (Edition : A),lazy chair foldable sofa comfortable tatami dormitory bedroom office modern minimalist washable lazy sofa edition a
8004,amazonfurniture_page243_9.png,lmz cyan folding bed recliner lazy sofa dormitory bedroom office comfortable tatami nap bed ,LMZ Cyan Folding Bed Recliner Lazy Sofa Dormitory Bedroom Office Comfortable Tatami Nap Bed 178×52cm,folding bed recliner lazy sofa dormitory bedroom office comfortable tatami nap bed
8005,amazonfurniture_page243_10.png,lmz removable and easy to move no space creative weaving lazy bean bag sofa single sofa color  blue,"LMZ Removable and Easy to Move, no Space, Creative Weaving, Lazy Bean Bag, Sofa, Single Sofa (Color : Blue)",and easy to move no space creative weaving lazy bean bag sofa single sofa color blue
8006,amazonfurniture_page243_11.png,lmz lazy couch tatami single bedroom small sofa folding bay window multi function bed lazy chair color  dark blue,LMZ Lazy Couch Tatami Single Bedroom Small Sofa Folding Bay Window Multi-Function Bed Lazy Chair (Color : Dark Blue),tatami single bedroom small sofa folding bay window multi function bed lazy chair color dark blue
8007,amazonfurniture_page243_12.png,lmz lazy sofa casual single sofa lazy chair creative shoes bench nordic fashion color  a,LMZ lazy sofa Casual Single Sofa Lazy Chair Creative Shoes Bench Nordic Fashion (Color : A),casual single sofa lazy chair creative shoes bench nordic fashion color a
8008,amazonfurniture_page243_13.png,lmz lazy sofa leisure luxury sofa stool fabric sofa single creative dressing stool,LMZ lazy sofa Leisure Luxury Sofa Stool Fabric Sofa Single Creative Dressing Stool,leisure luxury sofa stool fabric sofa single creative dressing stool
8009,amazonfurniture_page243_14.png,lmz computer chair e sports chair home leisure lazy sports play game chair bedroom dormitory single recliner sofa color  a,LMZ Computer Chair E-Sports Chair Home Leisure Lazy Sports Play Game Chair Bedroom Dormitory Single Recliner Sofa (Color : A),chair e sports chair home leisure lazy sports play game chair bedroom dormitory single recliner sofa color a
8010,amazonfurniture_page243_15.png,rivet revolve modern upholstered sofa with tapered legs  denim,"Rivet Revolve Modern Upholstered Sofa with Tapered Legs, 79.9""W, Denim",upholstered sofa with tapered legs denim
8011,amazonfurniture_page243_16.png,great deal furniture  sophia mid century modern fabric sofa blue natural walnut,"Great Deal Furniture 304337 Sophia Mid Century Modern Fabric Sofa, Blue, Natural Walnut",mid century modern fabric sofa blue natural walnut
8012,amazonfurniture_page243_17.png,gdfstudio  mckinley mid century modern navy blue fabric sofa,GDFStudio 302030 McKinley Mid Century Modern Navy Blue Fabric Sofa,century modern navy blue fabric sofa
8013,amazonfurniture_page243_18.png,lyyoung five piece garden lounge sets with cushions poly rattan brown indoorandoutdoor sofa conversation glass top coffee table,Lyyoung 5 Piece Garden Lounge Sets with Cushions Poly Rattan Brown Indoor&Outdoor Sofa Conversation Glass-Top Coffee Table,lyyoung five piece garden lounge sets with cushions poly rattan brown indoorandoutdoor sofa conversation glass top coffee table
8014,amazonfurniture_page243_19.png,lmz brown comfort lazy cushion leisure sofa tatami bedroom living room convenient simple single leisure sofa folding bed ,LMZ Brown Comfort Lazy Cushion Leisure Sofa Tatami Bedroom Living Room Convenient Simple Single Leisure Sofa Folding Bed 108×52cm,comfort lazy cushion leisure sofa tatami bedroom living room convenient simple single leisure sofa folding bed
8015,amazonfurniture_page243_20.png,lazy couch tatami nordic modern minimalist single sofa epp particle sofa chair color  red,Lazy Couch Tatami Nordic Modern Minimalist Single Sofa EPP Particle Sofa Chair (Color : Red),nordic modern minimalist single sofa epp particle sofa chair color red
8016,amazonfurniture_page243_21.png,danxee loveseat sofa upholstered sofa living room couch fabric sofa small space sofa blue,Danxee loveseat Sofa Upholstered 57 Inch Sofa Living Room Couch Fabric Sofa Small Space Sofa (Blue),sofa upholstered sofa living room couch fabric sofa small space sofa blue
8017,amazonfurniture_page243_22.png,lazy couch european style simple sofa chair single bedroom bed chair foldable recliner color  a,Lazy Couch European Style Simple Sofa Chair Single Bedroom Bed Chair Foldable Recliner (Color : A),style simple sofa chair single bedroom bed chair foldable recliner color a
8018,amazonfurniture_page243_23.png,lazy sofa nordic single bedroom sofa floor floor chair multifunctional lounge chair color  c,Lazy Sofa Nordic Single Bedroom Sofa Floor Floor Chair Multifunctional Lounge Chair (Color : C),single bedroom sofa floor floor chair multifunctional lounge chair color c
8019,amazonfurniture_page243_24.png,single foldable sofa chair home bedroom simple chair lounge chair color  black,Single Foldable Sofa Chair Home Bedroom Simple Chair Lounge Chair (Color : Black),sofa chair home bedroom simple chair lounge chair color black
8020,amazonfurniture_page243_25.png,lazy sofa bed chair creative legless chair single folding chair multi function recliner color  brown,Lazy Sofa Bed Chair Creative Legless Chair Single Folding Chair Multi-Function Recliner (Color : Brown),chair creative legless chair single folding chair multi function recliner color brown
8021,amazonfurniture_page243_26.png,lazy couch european tatami leisure chair simple single sofa floor standing floor chair color  a,Lazy Couch European Tatami Leisure Chair Simple Single Sofa Floor-Standing Floor Chair (Color : A),tatami leisure chair simple single sofa floor standing floor chair color a
8022,amazonfurniture_page243_27.png,t t sofa modern minimalist foldable lazy couch single bed back chair home bedroom recliner color  c,T-T-SOFA Modern Minimalist Foldable Lazy Couch Single Bed Back Chair Home Bedroom Recliner (Color : C),sofa modern minimalist foldable lazy couch single bed back chair home bedroom recliner color c
8023,amazonfurniture_page243_28.png,lazy couch bedroom living room single sofa chair foldable lounge chair bed chair color  purple,"Lazy Couch, Bedroom Living Room Single Sofa Chair Foldable Lounge Chair Bed Chair (Color : Purple)",living room single sofa chair foldable lounge chair bed chair color purple
8024,amazonfurniture_page243_29.png,leisure lazy sofa single folding sofa chair multi function recliner lounge chair color  a,Leisure Lazy Sofa Single Folding Sofa Chair Multi-Function Recliner Lounge Chair (Color : A),sofa single folding sofa chair multi function recliner lounge chair color a
8025,amazonfurniture_page243_30.png,christopher knight home  aidan mid century modern tufted fabric sofa red,"Christopher Knight Home 305142 Aidan Mid Century Modern Tufted Fabric Sofa, Red",mid century modern tufted fabric sofa red
8026,amazonfurniture_page243_31.png,rivet sloane mid century modern sofa with tufted back  pebble,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Pebble",century modern sofa with tufted back pebble
